Date,None,D0,D1,D2,D3,D4
1/4/2000,100,0,0,0,0,0
1/11/2000,100,0,0,0,0,0
1/18/2000,100,0,0,0,0,0
1/25/2000,100,0,0,0,0,0
2/1/2000,100,0,0,0,0,0
2/8/2000,100,0,0,0,0,0
2/15/2000,100,0,0,0,0,0
2/22/2000,100,0,0,0,0,0
2/29/2000,100,0,0,0,0,0
3/7/2000,100,0,0,0,0,0
3/14/2000,100,0,0,0,0,0
3/21/2000,100,0,0,0,0,0
3/28/2000,100,0,0,0,0,0
4/4/2000,100,0,0,0,0,0
4/11/2000,100,0,0,0,0,0
4/18/2000,100,0,0,0,0,0
4/25/2000,100,0,0,0,0,0
5/2/2000,100,0,0,0,0,0
5/9/2000,100,0,0,0,0,0
5/16/2000,100,0,0,0,0,0
5/23/2000,100,0,0,0,0,0
5/30/2000,100,0,0,0,0,0
6/6/2000,100,0,0,0,0,0
6/13/2000,100,0,0,0,0,0
6/20/2000,100,0,0,0,0,0
6/27/2000,100,0,0,0,0,0
7/4/2000,100,0,0,0,0,0
7/11/2000,100,0,0,0,0,0
7/18/2000,100,0,0,0,0,0
7/25/2000,100,0,0,0,0,0
8/1/2000,100,0,0,0,0,0
8/8/2000,100,0,0,0,0,0
8/15/2000,100,0,0,0,0,0
8/22/2000,100,0,0,0,0,0
8/29/2000,100,0,0,0,0,0
9/5/2000,100,0,0,0,0,0
9/12/2000,100,0,0,0,0,0
9/19/2000,100,0,0,0,0,0
9/26/2000,100,0,0,0,0,0
10/3/2000,100,0,0,0,0,0
10/10/2000,100,0,0,0,0,0
10/17/2000,100,0,0,0,0,0
10/24/2000,100,0,0,0,0,0
10/31/2000,100,0,0,0,0,0
11/7/2000,100,0,0,0,0,0
11/14/2000,100,0,0,0,0,0
11/21/2000,100,0,0,0,0,0
11/28/2000,100,0,0,0,0,0
12/5/2000,100,0,0,0,0,0
12/12/2000,100,0,0,0,0,0
12/19/2000,100,0,0,0,0,0
12/26/2000,100,0,0,0,0,0
1/2/2001,100,0,0,0,0,0
1/9/2001,76.24,23.76,0,0,0,0
1/16/2001,100,0,0,0,0,0
1/23/2001,10.37,89.63,0,0,0,0
1/30/2001,93.28,6.72,0,0,0,0
2/6/2001,21.33,78.67,0,0,0,0
2/13/2001,0.31,99.69,0,0,0,0
2/20/2001,0.31,99.69,0,0,0,0
2/27/2001,60.16,39.84,0,0,0,0
3/6/2001,60.16,39.84,0,0,0,0
3/13/2001,60.16,39.84,0,0,0,0
3/20/2001,71.52,28.48,0,0,0,0
3/27/2001,71.52,28.48,0,0,0,0
4/3/2001,51.07,48.93,3.94,0,0,0
4/10/2001,50.98,49.02,3.94,0,0,0
4/17/2001,0,100,12.54,0,0,0
4/24/2001,0,100,12.54,0,0,0
5/1/2001,0,100,12.54,0,0,0
5/8/2001,0,100,12.54,0,0,0
5/15/2001,0,100,12.54,0,0,0
5/22/2001,0,100,12.54,0,0,0
5/29/2001,0,100,12.54,0,0,0
6/5/2001,0,100,91.8,0,0,0
